student_id,round_id,arm_id,start_level,delta_level,end_level
236,3,2,4,0,4
237,3,1,4,1,4
238,3,2,2,1,3
239,3,1,4,0,4
240,3,2,4,0,4
241,3,1,4,2,4
242,3,2,3,0,3
243,3,1,1,2,3
244,3,2,0,2,2
245,3,1,3,0,3
246,3,2,4,2,4
247,3,1,4,2,4
248,3,2,1,1,2
249,3,1,2,1,3
250,3,2,3,1,4
251,3,1,4,2,4
252,3,2,2,2,4
253,3,1,1,0,1
254,3,2,1,0,1
255,3,1,3,2,4
256,3,2,4,0,4
257,3,1,4,1,4
258,3,2,3,0,3
259,3,1,3,0,3
260,3,2,0,2,2
261,3,1,3,2,4
262,4,2,0,2,2
263,4,1,0,2,2
264,4,2,2,1,3
265,4,1,0,0,0
266,4,2,1,1,2
267,4,1,0,1,1
268,4,2,1,0,1
269,4,1,3,2,4
270,4,2,0,0,0
271,4,1,0,0,0
272,4,2,3,1,4
273,4,1,1,0,1
274,4,2,1,2,3
275,4,1,3,1,4
276,4,2,0,0,0
277,4,1,0,1,1
278,4,2,0,0,0
279,4,1,2,1,3
280,4,2,1,0,1
281,4,1,1,1,2
282,4,2,1,0,1
283,4,1,4,1,4
284,4,2,4,0,4
285,4,1,2,2,4
286,4,2,3,2,4
287,4,1,1,2,3
288,4,2,3,2,4
289,4,1,0,1,1
290,4,2,0,1,1
291,4,1,0,0,0
292,4,2,4,1,4
293,4,1,0,1,1
294,4,2,2,2,4
295,4,1,2,2,4
296,4,2,2,1,3
297,4,1,1,0,1
298,4,2,1,1,2
299,4,1,3,1,4
300,4,2,3,2,4
301,4,1,1,1,2
302,4,2,2,1,3
303,4,1,4,2,4
304,4,2,2,2,4
305,4,1,1,1,2
306,4,2,2,0,2
307,4,1,4,1,4
308,4,2,1,1,2
309,4,1,0,1,1
310,4,2,3,0,3
311,4,1,3,2,4
312,4,2,2,2,4
313,4,1,4,2,4
314,4,2,0,1,1
315,4,1,3,1,4
316,4,2,1,1,2
317,4,1,1,0,1
318,4,2,4,0,4
319,4,1,0,1,1
320,5,2,4,2,4
321,5,1,4,2,4
322,5,2,1,2,3
323,5,1,2,1,3
324,5,2,1,0,1
325,5,1,1,0,1
326,5,2,3,0,3
327,5,1,0,1,1
328,5,2,4,1,4
329,5,1,2,0,2
330,5,2,3,2,4
331,5,1,2,0,2
332,5,2,3,2,4
333,5,1,4,0,4
334,5,2,3,0,3
335,5,1,2,0,2
336,5,2,1,0,1
337,5,1,4,2,4
338,5,2,0,1,1
339,5,1,2,2,4
340,5,2,3,1,4
341,5,1,1,2,3
342,5,2,4,0,4
343,5,1,0,2,2
344,5,2,1,0,1
345,5,1,2,1,3
346,5,2,2,1,3
347,5,1,0,0,0
348,5,2,2,0,2
349,5,1,4,0,4
350,5,2,2,0,2
351,5,1,1,0,1
352,5,2,2,2,4
353,5,1,4,0,4
354,5,2,0,2,2
355,5,1,3,1,4
356,5,2,1,2,3
357,5,1,2,2,4
358,5,2,2,2,4
359,5,1,1,1,2
360,5,2,4,2,4
361,5,1,4,2,4
362,5,2,3,1,4
363,5,1,3,0,3
364,5,2,3,2,4
365,5,1,1,1,2
366,5,2,4,1,4
367,5,1,1,2,3
368,5,2,2,0,2
369,5,1,4,0,4
370,5,2,0,2,2
371,5,1,4,0,4
372,5,2,3,1,4
373,5,1,0,2,2
374,5,2,4,2,4
375,5,1,4,1,4
376,5,2,1,0,1
377,5,1,4,1,4
378,5,2,4,2,4
379,5,1,4,1,4
380,5,2,4,1,4
381,5,1,2,2,4
382,5,2,0,1,1
383,5,1,4,2,4
384,5,2,0,1,1
385,5,1,0,1,1
386,5,2,1,0,1
387,5,1,2,2,4
388,5,2,3,1,4
389,5,1,4,1,4
390,5,2,3,1,4
391,5,1,4,0,4
392,5,2,1,0,1
393,5,1,0,0,0
394,5,2,3,1,4
395,5,1,4,1,4
396,5,2,2,2,4
397,5,1,2,1,3
398,5,2,3,0,3
399,5,1,4,1,4
400,5,2,0,1,1
401,5,1,1,1,2
402,5,2,4,2,4
403,5,1,4,1,4
404,5,2,1,2,3
405,5,1,1,2,3
406,5,2,3,1,4
407,5,1,2,0,2
408,5,2,0,2,2
409,5,1,1,1,2
410,5,2,1,0,1
411,5,1,0,0,0
412,5,2,0,1,1
413,6,1,4,2,4
414,6,2,2,2,4
415,6,1,1,2,3
416,6,2,4,1,4
417,6,1,1,0,1
418,6,2,2,0,2
419,6,1,1,2,3
420,6,2,3,0,3
421,6,1,2,2,4
422,6,2,2,2,4
423,6,1,0,0,0
424,6,2,0,2,2
425,6,1,1,2,3
426,6,2,4,1,4
427,6,1,3,0,3
428,6,2,0,2,2
429,6,1,1,0,1
430,6,2,3,2,4
431,6,1,2,2,4
432,6,2,4,0,4
433,6,1,2,0,2
434,6,2,3,1,4
435,6,1,3,2,4
436,6,2,2,1,3
437,6,1,0,2,2
438,6,2,0,2,2
439,6,1,3,1,4
440,6,2,3,0,3
441,6,1,4,0,4
442,6,2,0,2,2
443,6,1,3,0,3
444,6,2,0,2,2
445,6,1,3,2,4
446,6,2,4,0,4
447,6,1,4,0,4
448,6,2,2,2,4
449,6,1,2,2,4
450,6,2,0,2,2
451,6,1,4,0,4
452,6,2,3,2,4
453,6,1,4,2,4
454,6,2,2,1,3
455,6,1,0,0,0
456,6,2,1,0,1
457,6,1,4,2,4
458,6,2,4,0,4
459,6,1,2,0,2
460,6,2,2,0,2
461,6,1,0,2,2
462,6,2,3,1,4
463,6,1,0,0,0
464,6,2,3,1,4
465,6,1,3,0,3
466,6,2,4,1,4
467,6,1,3,0,3
468,6,2,1,1,2
469,6,1,0,0,0
470,6,2,1,0,1
471,6,1,3,2,4
472,6,2,3,2,4
473,6,1,3,2,4
474,6,2,4,2,4
475,6,1,2,2,4
476,6,2,3,0,3
477,6,1,3,1,4
478,6,2,2,1,3
479,6,1,1,2,3
480,6,2,2,2,4
481,6,1,3,1,4
482,6,2,4,0,4
483,6,1,3,0,3
484,6,2,2,2,4
485,6,1,3,1,4
486,6,2,3,2,4
487,6,1,1,1,2
488,6,2,1,0,1
489,6,1,4,2,4
490,6,2,0,0,0
491,6,1,1,1,2
492,6,2,4,2,4
493,6,1,4,2,4
494,6,2,1,0,1
495,6,1,1,2,3
496,6,2,1,0,1
497,6,1,4,0,4
498,6,2,4,1,4
499,6,1,4,0,4
500,6,2,4,2,4
501,6,1,3,0,3
502,6,2,1,0,1
503,7,1,0,2,2
504,7,2,3,0,3
505,7,1,1,1,2
506,7,2,1,1,2
507,7,1,2,1,3
508,7,2,4,0,4
509,7,1,4,1,4
510,7,2,1,2,3
511,7,1,2,2,4
512,7,2,2,0,2
513,7,1,4,2,4
514,7,2,2,0,2
515,7,1,2,1,3
516,7,2,3,1,4
517,7,1,4,0,4
518,7,2,2,0,2
519,7,1,1,0,1
520,7,2,2,2,4
521,7,1,4,1,4
522,7,2,3,0,3
523,7,1,1,2,3
524,7,2,1,0,1
525,7,1,3,0,3
526,7,2,4,1,4
527,7,1,0,2,2
528,7,2,0,0,0
529,7,1,0,1,1
530,7,2,4,1,4
531,7,1,4,1,4
532,7,2,3,1,4
533,7,1,4,1,4
534,7,2,4,2,4
535,7,1,3,2,4
536,7,2,4,0,4
537,7,1,4,0,4
538,7,2,0,1,1
539,7,1,1,2,3
540,7,2,0,1,1
541,7,1,4,2,4
542,7,2,1,0,1
543,7,1,2,2,4
544,7,2,3,0,3
545,7,1,0,2,2
546,7,2,2,1,3
547,7,1,1,1,2
548,7,2,4,2,4
549,7,1,2,2,4
550,7,2,2,0,2
551,7,1,2,0,2
552,7,2,0,2,2
553,7,1,4,2,4
554,7,2,1,2,3
555,7,1,2,2,4
556,7,2,3,2,4
557,7,1,4,2,4
558,7,2,3,2,4
559,7,1,1,2,3
560,7,2,0,2,2
561,7,1,1,0,1
562,7,2,1,2,3
563,7,1,4,0,4
564,7,2,0,1,1
565,7,1,4,0,4
566,7,2,3,0,3
567,7,1,1,0,1
568,7,2,3,0,3
569,7,1,0,0,0
570,7,2,0,2,2
571,7,1,2,0,2
572,7,2,3,0,3
573,7,1,3,0,3
574,7,2,1,1,2
575,7,1,4,1,4
576,7,2,0,1,1
577,7,1,3,0,3
578,7,2,4,0,4
579,7,1,1,0,1
580,7,2,4,1,4
581,7,1,3,0,3
582,7,2,3,1,4
583,7,1,4,0,4
584,7,2,1,2,3
585,7,1,3,2,4
586,7,2,1,1,2
587,7,1,3,0,3
